State,STATE,County,FIPS,FE_AREA,LON,LAT
Pennsylvania,PA,Snyder,42109,cc,-77.0701,40.77
Pennsylvania,PA,Somerset,42111,sc,-79.0283,39.9725
Pennsylvania,PA,Sullivan,42113,nc,-76.5119,41.446
Pennsylvania,PA,Susquehanna,42115,ne,-75.8008,41.8214
Pennsylvania,PA,Tioga,42117,nc,-77.2543,41.7721
Pennsylvania,PA,Union,42119,cc,-77.0621,40.963
Pennsylvania,PA,Venango,42121,nw,-79.758,41.401
Pennsylvania,PA,Warren,42123,nc,-79.2741,41.8147
Pennsylvania,PA,Washington,42125,sw,-80.2482,40.1894
Pennsylvania,PA,Wyoming,42131,ne,-76.0165,41.5184
Pennsylvania,PA,York,42133,sc,-76.7265,39.9199
Pennsylvania,PA,Northumberland,42097,cc,-76.7091,40.852
Pennsylvania,PA,Fayette,42051,sw,-79.6474,39.9198
Pennsylvania,PA,Westmoreland,42129,sw,-79.4668,40.3107
Pennsylvania,PA,Centre,42027,cc,-77.8196,40.919
Pennsylvania,PA,Lycoming,42081,nc,-77.0645,41.3433
Pennsylvania,PA,Wayne,42127,ne,-75.3033,41.6487
Pennsylvania,PA,Erie,42049,nw,-80.0322,41.9917
Pennsylvania,PA,Clinton,42035,nc,-77.6385,41.2341
Pennsylvania,PA,Berks,42011,ee,-75.926,40.4164
Pennsylvania,PA,Bucks,42017,se,-75.1067,40.337
Pennsylvania,PA,Lehigh,42077,ee,-75.5924,40.6129
Pennsylvania,PA,Monroe,42089,ne,-75.3394,41.0582
Pennsylvania,PA,Montgomery,42091,se,-75.3672,40.2109
Pennsylvania,PA,Philadelphia,42101,se,-75.1338,40.0076
Pennsylvania,PA,Carbon,42025,ne,-75.7088,40.9183
Pennsylvania,PA,Delaware,42045,se,-75.3991,39.9166
Pennsylvania,PA,Northampton,42095,ee,-75.3074,40.7543
Pennsylvania,PA,Chester,42029,se,-75.7484,39.9733
Rhode Island,RI,Newport,44005,,-71.2366,41.556
Rhode Island,RI,Bristol,44001,,-71.2842,41.7161
Rhode Island,RI,Providence,44007,,-71.5811,41.8724
Rhode Island,RI,Washington,44009,,-71.6234,41.4687
Rhode Island,RI,Kent,44003,,-71.5943,41.6719
Virginia,VA,Patrick,51141,sw,-80.2843,36.6784
Virginia,VA,Pittsylvania,51143,sc,-79.3971,36.8213
Virginia,VA,Pulaski,51155,sw,-80.7143,37.0636
Virginia,VA,Roanoke,51161,wc,-80.0679,37.2693
Virginia,VA,Rockbridge,51163,wc,-79.4475,37.8146
Virginia,VA,Russell,51167,sw,-82.0956,36.9338
Virginia,VA,Scott,51169,sw,-82.603,36.7142
Virginia,VA,Smyth,51173,sw,-81.537,36.8439
Virginia,VA,Tazewell,51185,sw,-81.5606,37.125
Virginia,VA,Washington,51191,sw,-81.9596,36.7245
Virginia,VA,Wise,51195,sw,-82.6212,36.9752
Virginia,VA,Wythe,51197,sw,-81.0786,36.9171
Virginia,VA,Alleghany,51005,wc,-80.007,37.7876
Virginia,VA,Carroll,51035,sw,-80.7339,36.7316
Virginia,VA,Campbell,51031,cc,-79.0963,37.2056
Virginia,VA,Henry,51089,sc,-79.8739,36.6828
Virginia,VA,Montgomery,51121,sw,-80.3869,37.174
Virginia,VA,Halifax,51083,sc,-78.9367,36.767
Virginia,VA,Grayson,51077,sw,-81.225,36.6566
Virginia,VA,Giles,51071,sw,-80.7037,37.3141
Virginia,VA,Franklin,51067,wc,-79.881,36.9919
Virginia,VA,Floyd,51063,sw,-80.3626,36.9315
Virginia,VA,Dickenson,51051,sw,-82.3503,37.1258
Virginia,VA,Craig,51045,sw,-80.2123,37.4813
Virginia,VA,Charlotte,51037,sc,-78.6616,37.0116
Virginia,VA,Buckingham,51029,cc,-78.5287,37.5722
Virginia,VA,Buchanan,51027,sw,-82.036,37.2666
Virginia,VA,Botetourt,51023,wc,-79.8123,37.5571
Virginia,VA,Bland,51021,sw,-81.1302,37.134
Virginia,VA,Bedford,51019,sc,-79.5242,37.3152
Virginia,VA,Bath,51017,wc,-79.7411,38.0587
Virginia,VA,Appomattox,51011,cc,-78.8121,37.3722
Virginia,VA,Amherst,51009,cc,-79.1451,37.6048
Virginia,VA,Lee,51105,sw,-83.1285,36.7055
Virginia,VA,Orange,51137,cc,-78.0134,38.2463
Virginia,VA,Rappahannock,51157,nw,-78.1593,38.6845
Virginia,VA,Rockingham,51165,ww,-78.8758,38.5122
Virginia,VA,Shenandoah,51171,nw,-78.5704,38.8585
Virginia,VA,Warren,51187,nw,-78.2072,38.9087
Virginia,VA,Albemarle,51003,cc,-78.5565,38.0229
Virginia,VA,Spotsylvania,51177,cc,-77.6567,38.1854
Virginia,VA,Augusta,51015,ww,-79.1338,38.1646
Virginia,VA,Frederick,51069,nw,-78.2626,39.2046
Virginia,VA,Greene,51079,cc,-78.4669,38.2977
Virginia,VA,Culpeper,51047,nn,-77.9559,38.4861
Virginia,VA,Clarke,51043,nw,-77.9966,39.1122
Virginia,VA,Madison,51113,nw,-78.2792,38.4137
Virginia,VA,Page,51139,nw,-78.4841,38.62
Virginia,VA,Loudoun,51107,nn,-77.6357,39.0907
Virginia,VA,Highland,51091,ww,-79.5685,38.3623
Virginia,VA,Fauquier,51061,nn,-77.8094,38.7386
Virginia,VA,City of Harrisonburg,51660,ww,-78.8735,38.4362
Virginia,VA,City of Waynesboro,51820,ww,-78.9013,38.0673
Virginia,VA,City of Winchester,51840,nw,-78.1744,39.1733
Virginia,VA,City of Staunton,51790,ww,-79.0616,38.1587
Virginia,VA,City of Alexandria,51510,nn,-77.0861,38.8185
Virginia,VA,King George,51099,cc,-77.1572,38.2729
Virginia,VA,Fairfax,51059,nn,-77.2788,38.8385
Virginia,VA,Prince William,51153,nn,-77.4821,38.7037
Virginia,VA,Stafford,51179,nn,-77.4603,38.4213
Virginia,VA,King George,51099,cc,-77.0516,38.3151
Virginia,VA,Stafford,51179,nn,-77.3287,38.3825
Virginia,VA,Prince William,51153,nn,-77.2826,38.5711
Virginia,VA,Fairfax,51059,nn,-77.1788,38.6971
Virginia,VA,Nelson,51125,cc,-78.8867,37.7874
Virginia,VA,New Kent,51127,ec,-76.9972,37.5052
Virginia,VA,Nottoway,51135,sc,-78.0513,37.1431
Virginia,VA,Powhatan,51145,cc,-77.9151,37.5502
Virginia,VA,Prince Edward,51147,cc,-78.4411,37.2243
Virginia,VA,King William,51101,ec,-77.0884,37.7067
Virginia,VA,Sussex,51183,se,-77.2618,36.9218
Virginia,VA,Hanover,51085,cc,-77.4909,37.7601
Virginia,VA,City of Williamsburg,51830,se,-76.7074,37.2691
Virginia,VA,City of Norfolk,51710,se,-76.2711,36.8313
Virginia,VA,City of Portsmouth,51740,se,-76.3548,36.8449
Virginia,VA,City of Norfolk,51710,se,-76.2552,36.8966
Virginia,VA,City of Buena Vista,51530,wc,-79.3567,37.7317
Virginia,VA,City of Danville,51590,sc,-79.4087,36.5831
Virginia,VA,City of Lexington,51678,wc,-79.4445,37.7823
Virginia,VA,City of Norton,51720,sw,-82.6259,36.9317
Virginia,VA,City of Salem,51775,wc,-80.0556,37.2864
Virginia,VA,City of Roanoke,51770,wc,-79.9581,37.2781
Virginia,VA,City of Martinsville,51690,sc,-79.8636,36.6826
Virginia,VA,City of Galax,51640,sw,-80.9173,36.6663
Virginia,VA,City of Lynchburg,51680,cc,-79.191,37.4005
Virginia,VA,City of Covington,51580,wc,-79.9867,37.7786
Virginia,VA,City of Bristol,51520,sw,-82.1606,36.6181
Virginia,VA,City of Radford,51750,sw,-80.5583,37.1231
Virginia,VA,City of Falls Church,51610,nn,-77.1743,38.8843
Virginia,VA,City of Fairfax,51600,nn,-77.3003,38.8533
Virginia,VA,City of Charlottesville,51540,cc,-78.4858,38.0373
Virginia,VA,City of Manassas Park,51685,nn,-77.4445,38.7714
Virginia,VA,City of Manassas,51683,nn,-77.4837,38.7482
Virginia,VA,City of Fredericksburg,51630,cc,-77.487,38.2992
Virginia,VA,Arlington,51013,nn,-77.1008,38.8788
Virginia,VA,Southampton,51175,se,-77.1066,36.7201
Virginia,VA,Chesterfield,51041,cc,-77.5868,37.3785
Virginia,VA,Greensville,51081,se,-77.5596,36.6759
Virginia,VA,Henrico,51087,cc,-77.4058,37.538
Virginia,VA,Goochland,51075,cc,-77.9164,37.722
Virginia,VA,Fluvanna,51065,cc,-78.2774,37.8418
Virginia,VA,Dinwiddie,51053,sc,-77.6323,37.0759
Virginia,VA,Cumberland,51049,cc,-78.245,37.512
Virginia,VA,Caroline,51033,nc,-77.3475,38.0272
Virginia,VA,Brunswick,51025,sc,-77.859,36.7648
Virginia,VA,Amelia,51007,cc,-77.976,37.336
Virginia,VA,Charles City,51036,ec,-77.0613,37.3565
Virginia,VA,Richmond,51159,ec,-76.7249,37.9429
Virginia,VA,Louisa,51109,cc,-77.963,37.9782
Virginia,VA,Lunenburg,51111,sc,-78.2405,36.9462
Virginia,VA,Mecklenburg,51117,sc,-78.3627,36.6804
Virginia,VA,Charles City,51036,ec,-76.9028,37.2385
Virginia,VA,Essex,51057,ec,-76.9518,37.9426
Virginia,VA,Richmond,51159,ec,-76.7671,37.8881
Virginia,VA,Essex,51057,ec,-76.8079,37.8958
Virginia,VA,City of Petersburg,51730,sc,-77.3915,37.2042
Virginia,VA,City of Richmond,51760,cc,-77.4754,37.5293
Virginia,VA,City of Colonial Heights,51570,cc,-77.3968,37.2647
Virginia,VA,City of Hopewell,51670,sc,-77.2986,37.2914
Virginia,VA,James City,51095,se,-76.7782,37.3296
Virginia,VA,City of Norfolk,51710,se,-76.3096,36.8889
Virginia,VA,City of Suffolk,51800,se,-76.6417,36.6926
Virginia,VA,City of Chesapeake,51550,se,-76.3024,36.6778
Virginia,VA,Northumberland,51133,ee,-76.4233,37.8875
Virginia,VA,Mathews,51115,ee,-76.3444,37.4368
Virginia,VA,Mathews,51115,ee,-76.3392,37.4632
Virginia,VA,Lancaster,51103,ee,-76.464,37.7367
Virginia,VA,Northumberland,51133,ee,-76.4378,37.9686
Virginia,VA,Gloucester,51073,ee,-76.4883,37.3643
Virginia,VA,James City,51095,se,-76.8324,37.2297
Virginia,VA,City of Hampton,51650,se,-76.3307,37.0958
Virginia,VA,City of Suffolk,51800,se,-76.5046,36.8717
Virginia,VA,City of Virginia Beach,51810,se,-76.0571,36.7494
Virginia,VA,Middlesex,51119,ee,-76.5769,37.6353
Virginia,VA,Middlesex,51119,ee,-76.5151,37.6424
Virginia,VA,Gloucester,51073,se,-76.5431,37.4257
Virginia,VA,Surry,51181,se,-76.9009,37.1089
Virginia,VA,Isle of Wight,51093,se,-76.7269,36.8908
Virginia,VA,Lancaster,51103,ee,-76.53,37.7189
Virginia,VA,Surry,51181,se,-76.8566,37.2113
Virginia,VA,City of Poquoson,51735,se,-76.3693,37.1508
Virginia,VA,York,51199,se,-76.4684,37.2045
Virginia,VA,City of Portsmouth,51740,se,-76.3466,36.8698
Virginia,VA,City of Hampton,51650,se,-76.3674,37.0533
Virginia,VA,City of Newport News,51700,se,-76.5189,37.1051
Virginia,VA,City of Poquoson,51735,se,-76.3578,37.1323
Virginia,VA,King and Queen,51097,ec,-76.8949,37.7182
Virginia,VA,Westmoreland,51193,ec,-76.7252,38.1366
Virginia,VA,Westmoreland,51193,ec,-76.8052,38.1108
Virginia,VA,Prince George,51149,sc,-77.2241,37.1866
Virginia,VA,City of Franklin,51620,se,-76.9384,36.6827
Virginia,VA,City of Emporia,51595,se,-77.5356,36.6952
Virginia,VA,Northampton,51131,ee,-75.8995,37.3566
Virginia,VA,Accomack,51001,se,-75.6472,37.766
Virginia,VA,York,51199,se,-76.5637,37.2371
West Virginia,WV,Raleigh,54081,se,-81.2486,37.7714
West Virginia,WV,Putnam,54079,ww,-81.909,38.5086
West Virginia,WV,Preston,54077,ne,-79.6681,39.4693
West Virginia,WV,Pocahontas,54075,ne,-80.0077,38.3318
West Virginia,WV,Pleasants,54073,nw,-81.1606,39.3709
West Virginia,WV,Ohio,54069,nn,-80.6189,40.0969
West Virginia,WV,Nicholas,54067,se,-80.7993,38.2917
West Virginia,WV,Monroe,54063,se,-80.5505,37.5604
West Virginia,WV,Monongalia,54061,nn,-80.0465,39.6303
West Virginia,WV,Mingo,54059,ss,-82.1346,37.7264
West Virginia,WV,Mercer,54055,se,-81.1114,37.4055
West Virginia,WV,Mason,54053,ww,-82.0265,38.7697
West Virginia,WV,Marshall,54051,nn,-80.6634,39.8606
West Virginia,WV,Marion,54049,nn,-80.2434,39.51
West Virginia,WV,McDowell,54047,ss,-81.6536,37.3785
West Virginia,WV,Logan,54045,ss,-81.9353,37.8316
West Virginia,WV,Lincoln,54043,cc,-82.0705,38.1753
West Virginia,WV,Kanawha,54039,cc,-81.5281,38.3365
West Virginia,WV,Jackson,54035,nw,-81.6748,38.8344
West Virginia,WV,Hancock,54029,nn,-80.5739,40.5213
West Virginia,WV,Greenbrier,54025,se,-80.4529,37.9469
West Virginia,WV,Randolph,54083,ne,-79.8758,38.7748
West Virginia,WV,Gilmer,54021,nc,-80.8571,38.9241
West Virginia,WV,Fayette,54019,se,-81.0811,38.0288
West Virginia,WV,Clay,54015,nc,-81.0751,38.4626
West Virginia,WV,Calhoun,54013,nc,-81.1175,38.8445
West Virginia,WV,Cabell,54011,cc,-82.2417,38.4203
West Virginia,WV,Brooke,54009,nn,-80.5765,40.2733
West Virginia,WV,Braxton,54007,nc,-80.7193,38.6998
West Virginia,WV,Boone,54005,cc,-81.7113,38.0231
West Virginia,WV,Wetzel,54103,nn,-80.6391,39.6053
West Virginia,WV,Wirt,54105,nw,-81.3786,39.0224
West Virginia,WV,Wood,54107,nw,-81.515,39.2111
West Virginia,WV,Wyoming,54109,ss,-81.5491,37.6096
West Virginia,WV,Barbour,54001,ne,-80.003,39.1329
West Virginia,WV,Taylor,54091,nn,-80.0461,39.336
West Virginia,WV,Webster,54101,ne,-80.4219,38.4947
West Virginia,WV,Wayne,54099,ww,-82.427,38.1461
West Virginia,WV,Upshur,54097,ne,-80.2334,38.8978
West Virginia,WV,Tyler,54095,nn,-80.8849,39.4653
West Virginia,WV,Tucker,54093,ne,-79.565,39.1136
West Virginia,WV,Summers,54089,se,-80.8586,37.6559
West Virginia,WV,Roane,54087,cc,-81.3483,38.714
West Virginia,WV,Ritchie,54085,nw,-81.0629,39.1783
West Virginia,WV,Lewis,54041,nn,-80.5022,38.9958
West Virginia,WV,Harrison,54033,nn,-80.3798,39.2835
West Virginia,WV,Doddridge,54017,nn,-80.7069,39.2692
West Virginia,WV,Morgan,54065,pa,-78.2578,39.5604
West Virginia,WV,Jefferson,54037,pa,-77.8628,39.3076
West Virginia,WV,Hardy,54031,ee,-78.8579,39.0075
West Virginia,WV,Berkeley,54003,pa,-78.0275,39.4641
West Virginia,WV,Pendleton,54071,ee,-79.3509,38.6808
West Virginia,WV,Mineral,54057,ee,-78.9438,39.4147
West Virginia,WV,Grant,54023,ee,-79.1955,39.1051
West Virginia,WV,Hampshire,54027,ee,-78.6142,39.3171
New Jersey,NJ,Hudson,34017,ne,-74.0825,40.7068
New Jersey,NJ,Essex,34013,ne,-74.1293,40.69
New Jersey,NJ,Hudson,34017,ne,-74.0778,40.7409
New Jersey,NJ,Bergen,34003,ne,-73.9344,40.9001
New Jersey,NJ,Union,34039,ne,-74.1597,40.6572
New Jersey,NJ,Passaic,34031,ne,-74.3003,41.0337
New Jersey,NJ,Union,34039,ne,-74.3104,40.66
New Jersey,NJ,Bergen,34003,ne,-74.0781,40.9615
New Jersey,NJ,Essex,34013,ne,-74.2481,40.7881
New Jersey,NJ,Cape May,34009,ss,-74.8072,39.1519
New Jersey,NJ,Monmouth,34025,cc,-74.2257,40.259
New Jersey,NJ,Atlantic,34001,ss,-74.6766,39.4825
New Jersey,NJ,Ocean,34029,ss,-74.2988,39.9092
New Jersey,NJ,Salem,34033,ss,-75.3459,39.5873
New Jersey,NJ,Cumberland,34011,ss,-75.1099,39.3736
New Jersey,NJ,Warren,34041,nw,-74.997,40.8574
New Jersey,NJ,Camden,34007,ss,-74.9599,39.8038
New Jersey,NJ,Hunterdon,34019,nw,-74.9123,40.5672
New Jersey,NJ,Mercer,34021,cc,-74.7014,40.2833
New Jersey,NJ,Morris,34027,nn,-74.5445,40.8621
New Jersey,NJ,Somerset,34035,nn,-74.6164,40.5637
New Jersey,NJ,Sussex,34037,nw,-74.6902,41.1395
New Jersey,NJ,Gloucester,34015,ss,-75.1419,39.7173
New Jersey,NJ,Middlesex,34023,nn,-74.4113,40.4394
New Jersey,NJ,Burlington,34005,ss,-74.6679,39.8774
Kentucky,KY,Madison,21151,cc,-84.278,37.7202
Kentucky,KY,Magoffin,21153,se,-83.0648,37.7066
Kentucky,KY,Marion,21155,cc,-85.2696,37.5525
Kentucky,KY,Marshall,21157,ww,-88.3293,36.8834
Kentucky,KY,Martin,21159,ne,-82.5132,37.8016
Kentucky,KY,Mason,21161,nn,-83.824,38.5952
Kentucky,KY,Meade,21163,cc,-86.2169,37.9695
Kentucky,KY,Menifee,21165,ec,-83.5989,37.9414
Kentucky,KY,Mercer,21167,cc,-84.8744,37.8111
Kentucky,KY,Metcalfe,21169,sc,-85.6291,36.9905
Kentucky,KY,Monroe,21171,sc,-85.7164,36.7122
Kentucky,KY,Montgomery,21173,ec,-83.9132,38.0336
Kentucky,KY,Morgan,21175,se,-83.2589,37.9223
Kentucky,KY,Muhlenberg,21177,sc,-87.1421,37.2157
Kentucky,KY,Nelson,21179,cc,-85.4662,37.8051
Kentucky,KY,Nicholas,21181,cc,-84.0153,38.3356
Kentucky,KY,Ohio,21183,cc,-86.849,37.4783
Kentucky,KY,Oldham,21185,cc,-85.4485,38.3995
Kentucky,KY,Owen,21187,nn,-84.828,38.5197
Kentucky,KY,Owsley,21189,se,-83.6832,37.4192
Kentucky,KY,Pendleton,21191,nn,-84.3602,38.6957
Kentucky,KY,Perry,21193,se,-83.2215,37.2443
Kentucky,KY,Pike,21195,se,-82.3958,37.469
Kentucky,KY,Powell,21197,ec,-83.8238,37.8312
Kentucky,KY,Pulaski,21199,sc,-84.5771,37.1039
Kentucky,KY,Robertson,21201,nn,-84.0521,38.5188
Kentucky,KY,Rockcastle,21203,sc,-84.316,37.3652
Kentucky,KY,Rowan,21205,ec,-83.4211,38.1963
Kentucky,KY,Russell,21207,sc,-85.0586,36.9911
Kentucky,KY,Scott,21209,cc,-84.5839,38.2915
Kentucky,KY,Shelby,21211,cc,-85.1948,38.2155
Kentucky,KY,Simpson,21213,sc,-86.5823,36.7419
Kentucky,KY,Spencer,21215,cc,-85.3279,38.0325
Kentucky,KY,Taylor,21217,cc,-85.3279,37.3664
Kentucky,KY,Todd,21219,sc,-87.1791,36.8356
Kentucky,KY,Trigg,21221,ww,-87.8734,36.8064
Kentucky,KY,Trimble,21223,cc,-85.3374,38.613
Kentucky,KY,Union,21225,nw,-87.9453,37.6584
Kentucky,KY,Warren,21227,sc,-86.4239,36.9936
Kentucky,KY,Washington,21229,cc,-85.1747,37.7534
Kentucky,KY,Wayne,21231,sc,-84.8285,36.8013
Kentucky,KY,Webster,21233,nw,-87.6832,37.5183
Kentucky,KY,Whitley,21235,sc,-84.1452,36.7582
Kentucky,KY,Wolfe,21237,se,-83.4931,37.7393
Kentucky,KY,Woodford,21239,cc,-84.7435,38.0423
Kentucky,KY,Lee,21129,se,-83.7163,37.5947
Kentucky,KY,Fulton,21075,ww,-89.1873,36.5541
Kentucky,KY,Adair,21001,sc,-85.2805,37.1041
Kentucky,KY,Allen,21003,sc,-86.1904,36.7513
Kentucky,KY,Anderson,21005,cc,-84.9909,38.004
Kentucky,KY,Ballard,21007,ww,-88.9992,37.0584
Kentucky,KY,Barren,21009,sc,-85.9336,36.9656
Kentucky,KY,Bath,21011,ec,-83.7428,38.1449
Kentucky,KY,Bell,21013,se,-83.674,36.7307
Kentucky,KY,Boone,21015,nn,-84.7279,38.97
Kentucky,KY,Bourbon,21017,cc,-84.2171,38.2068
Kentucky,KY,Boyd,21019,ne,-82.6877,38.3596
Kentucky,KY,Boyle,21021,cc,-84.8667,37.6244
Kentucky,KY,Bracken,21023,nn,-84.0901,38.6888
Kentucky,KY,Breathitt,21025,se,-83.3241,37.5216
Kentucky,KY,Breckinridge,21027,cc,-86.4293,37.7732
Kentucky,KY,Bullitt,21029,cc,-85.6959,37.97
Kentucky,KY,Butler,21031,sc,-86.6816,37.2074
Kentucky,KY,Caldwell,21033,ww,-87.8679,37.1453
Kentucky,KY,Calloway,21035,ww,-88.2723,36.6211
Kentucky,KY,Campbell,21037,nn,-84.3793,38.9465
Kentucky,KY,Carlisle,21039,ww,-88.9709,36.8532
Kentucky,KY,Carroll,21041,nn,-85.1235,38.6679
Kentucky,KY,Carter,21043,ne,-83.0495,38.3181
Kentucky,KY,Casey,21045,cc,-84.9283,37.3223
Kentucky,KY,Christian,21047,sc,-87.4904,36.8941
Kentucky,KY,Clark,21049,cc,-84.1475,37.9709
Kentucky,KY,Clay,21051,se,-83.7146,37.1598
Kentucky,KY,Hopkins,21107,nw,-87.541,37.3088
Kentucky,KY,Crittenden,21055,ww,-88.0972,37.3527
Kentucky,KY,Cumberland,21057,sc,-85.3884,36.7866
Kentucky,KY,Daviess,21059,nw,-87.0873,37.7318
Kentucky,KY,Edmonson,21061,sc,-86.2385,37.2087
Kentucky,KY,Elliott,21063,ec,-83.0976,38.1179
Kentucky,KY,Estill,21065,ec,-83.9643,37.6924
Kentucky,KY,Fayette,21067,cc,-84.4588,38.0423
Kentucky,KY,Fleming,21069,ec,-83.6967,38.3701
Kentucky,KY,Floyd,21071,se,-82.7457,37.5572
Kentucky,KY,Franklin,21073,cc,-84.877,38.2391
Kentucky,KY,Gallatin,21077,nn,-84.8592,38.7569
Kentucky,KY,Garrard,21079,cc,-84.5376,37.6396
Kentucky,KY,Grant,21081,nn,-84.6245,38.6488
Kentucky,KY,Graves,21083,ww,-88.6512,36.723
Kentucky,KY,Grayson,21085,cc,-86.3439,37.4608
Kentucky,KY,Green,21087,cc,-85.5531,37.2639
Kentucky,KY,Greenup,21089,ne,-82.9223,38.5456
Kentucky,KY,Hancock,21091,cc,-86.778,37.8415
Kentucky,KY,Hardin,21093,cc,-85.9635,37.6979
Kentucky,KY,Harlan,21095,se,-83.2179,36.857
Kentucky,KY,Harrison,21097,cc,-84.3315,38.4418
Kentucky,KY,Hickman,21105,ww,-88.9761,36.6781
Kentucky,KY,Henry,21103,cc,-85.1189,38.4484
Kentucky,KY,Henderson,21101,nw,-87.5729,37.7961
Kentucky,KY,Hart,21099,cc,-85.8847,37.2999
Kentucky,KY,Laurel,21125,sc,-84.1178,37.1107
Kentucky,KY,Clinton,21053,sc,-85.1361,36.7275
Kentucky,KY,Jefferson,21111,cc,-85.6595,38.1872
Kentucky,KY,Jessamine,21113,cc,-84.5809,37.872
Kentucky,KY,Johnson,21115,ne,-82.8314,37.8467
Kentucky,KY,Kenton,21117,nn,-84.5331,38.9334
Kentucky,KY,Knott,21119,se,-82.954,37.354
Kentucky,KY,Knox,21121,se,-83.8539,36.8907
Kentucky,KY,Larue,21123,cc,-85.698,37.5457
Kentucky,KY,Jackson,21109,se,-84.0058,37.4198
Kentucky,KY,Lawrence,21127,ne,-82.7347,38.0679
Kentucky,KY,Leslie,21131,se,-83.3811,37.0941
Kentucky,KY,Letcher,21133,se,-82.8553,37.1212
Kentucky,KY,Lewis,21135,ne,-83.3781,38.5317
Kentucky,KY,Lincoln,21137,cc,-84.6607,37.4552
Kentucky,KY,Livingston,21139,ww,-88.3536,37.2097
Kentucky,KY,Logan,21141,sc,-86.8789,36.8597
Kentucky,KY,Lyon,21143,ww,-88.0832,37.0191
Kentucky,KY,McCracken,21145,ww,-88.7127,37.0539
Kentucky,KY,McCreary,21147,sc,-84.4841,36.7371
Kentucky,KY,McLean,21149,nw,-87.2636,37.5291
Michigan,MI,Roscommon,26143,nn,-84.6116,44.3356
Michigan,MI,Saginaw,26145,se,-84.0532,43.335
Michigan,MI,St. Joseph,26149,sw,-85.5278,41.9145
Michigan,MI,Shiawassee,26155,se,-84.1467,42.9537
Michigan,MI,Washtenaw,26161,se,-83.8384,42.2534
Michigan,MI,Alcona,26001,nn,-83.5938,44.6854
Michigan,MI,Wexford,26165,nn,-85.5785,44.3384
Michigan,MI,Iosco,26069,nn,-83.636,44.3559
Michigan,MI,Barry,26015,sw,-85.309,42.595
Michigan,MI,Branch,26023,sw,-85.059,41.9161
Michigan,MI,Calhoun,26025,sc,-85.0055,42.2466
Michigan,MI,Cass,26027,sw,-85.9936,41.9153
Michigan,MI,Clare,26035,cc,-84.8478,43.9879
Michigan,MI,Clinton,26037,sc,-84.6015,42.9436
Michigan,MI,Crawford,26039,nn,-84.6103,44.6836
Michigan,MI,Dickinson,26043,sr,-87.8704,46.0091
Michigan,MI,Eaton,26045,sc,-84.8384,42.5961
Michigan,MI,Genesee,26049,se,-83.7067,43.0217
Michigan,MI,Gladwin,26051,nn,-84.3882,43.9906
Michigan,MI,Gratiot,26057,cc,-84.6048,43.2927
Michigan,MI,Hillsdale,26059,se,-84.593,41.8878
Michigan,MI,Ingham,26065,sc,-84.3736,42.5971
Michigan,MI,Ionia,26067,sc,-85.0746,42.9451
Michigan,MI,Iron,26071,sr,-88.5305,46.2087
Michigan,MI,Isabella,26073,cc,-84.8467,43.6406
Michigan,MI,Jackson,26075,sc,-84.4233,42.2485
Michigan,MI,Kalamazoo,26077,sw,-85.5311,42.2454
Michigan,MI,Kalkaska,26079,nn,-85.0902,44.6846
Michigan,MI,Kent,26081,sw,-85.5492,43.0322
Michigan,MI,Lake,26085,wc,-85.8017,43.99
Michigan,MI,Lapeer,26087,se,-83.2218,43.0901
Michigan,MI,Lenawee,26091,se,-84.0664,41.8951
Michigan,MI,Livingston,26093,se,-83.9115,42.603
Michigan,MI,Manistee,26101,nn,-86.0571,44.3332
Michigan,MI,Mecosta,26107,cc,-85.3245,43.6409
Michigan,MI,Midland,26111,se,-84.3879,43.6468
Michigan,MI,Missaukee,26113,nn,-85.0947,44.3373
Michigan,MI,Montcalm,26117,cc,-85.1524,43.311
Michigan,MI,Montmorency,26119,nn,-84.1273,45.0276
Michigan,MI,Newaygo,26123,wc,-85.8009,43.5542
Michigan,MI,Oakland,26125,se,-83.3855,42.6604
Michigan,MI,Ogemaw,26129,nn,-84.1266,44.3349
Michigan,MI,Osceola,26133,cc,-85.3252,43.9899
Michigan,MI,Oscoda,26135,nn,-84.1297,44.6817
Michigan,MI,Otsego,26137,nn,-84.5988,45.0214
Michigan,MI,Leelanau,26089,nn,-85.8123,44.9366
Michigan,MI,Berrien,26021,sw,-86.4123,41.9546
Michigan,MI,Van Buren,26159,sw,-86.0189,42.2513
Michigan,MI,Allegan,26005,sw,-85.8884,42.5913
Michigan,MI,Alpena,26007,nn,-83.6277,45.0348
Michigan,MI,Sanilac,26151,se,-82.8201,43.4235
Michigan,MI,Macomb,26099,se,-82.9322,42.6956
Michigan,MI,St. Clair,26147,se,-82.6823,42.9425
Michigan,MI,Gogebic,26053,wu,-89.6944,46.4089
Michigan,MI,Monroe,26115,se,-83.5373,41.9292
Michigan,MI,Wayne,26163,se,-83.2865,42.284
Michigan,MI,Keweenaw,26083,wu,-88.4287,47.6104
Michigan,MI,Mason,26105,wc,-86.2497,43.9954
Michigan,MI,Oceana,26127,wc,-86.2673,43.6407
Michigan,MI,Oceana,26127,wc,-86.4212,43.7692
Michigan,MI,Muskegon,26121,wc,-86.1481,43.2912
Michigan,MI,Muskegon,26121,wc,-86.3219,43.2922
Michigan,MI,Ottawa,26139,sw,-86.1799,42.9435
Michigan,MI,Ottawa,26139,sw,-85.9939,42.9601
Michigan,MI,Baraga,26013,nr,-88.3652,46.6626
